txn_id,account_id,txn_ts,txn_type,amount,currency,counterparty_acct,channel,created_at,source_system
TXN00018425,ACC0007245,2026-05-09 19:18:45,transfer_in,1987928.09,NGN,EXT-98874,online,2026-05-09 19:19:04,CORE_BANKING_V2
TXN00068312,ACC0000623,2026-06-16 09:11:19,transfer_out,3209.95,AUD,EXT-77354,atm,2026-06-16 09:11:22,CORE_BANKING_V2
TXN00046871,ACC0008537,2026-04-01 15:23:50,deposit,502775.17,NGN,EXT-39339,wire,2026-04-01 15:23:57,MOBILE_GATEWAY
TXN00156563,ACC0006481,2026-05-11 02:28:41,withdrawal,5472.4,eur,EXT-51779,atm,2026-05-11 02:28:47,WIRE_SWIFT_GW
TXN00117381,ACC0008949,2026-01-21 02:04:52,withdrawal,4361.32,GBP,EXT-80537,wire,2026-01-21 02:05:06,CORE_BANKING_V2
TXN00128496,ACC0008993,2026-03-23 08:41:38,wire_out,3664.6,AUD,,online,2026-03-23 08:41:39,CORE_BANKING_V2
TXN00023114,ACC0007608,2026-01-13 04:54:58,transfer_in,19732.45,CNY,EXT-48673,online,2026-01-13 04:55:06,BRANCH_POS
TXN00101498,ACC0010160,2026-03-07 20:32:22,deposit,6976.77,AUD,EXT-10898,wire,2026-03-07 20:32:35,CORE_BANKING_V2
TXN00072476,ACC0005762,2026-03-24 13:42:10,withdrawal,300151.69,RUB,,wire,2026-03-24 13:42:24,BRANCH_POS
TXN00036352,ACC0007952,2026-01-12T00:59:44-08:00,deposit,5269.03,AUD,EXT-42572,online,2026-01-12 00:59:55,MOBILE_GATEWAY
TXN00049567,ACC0006763,2026-02-20 13:46:33,withdrawal,159.83,EUR,EXT-55427,,2026-02-20 13:46:41,WIRE_SWIFT_GW
TXN00126948,ACC0006846,2026-05-18 11:56:41,deposit,6328.84,CAD,EXT-92366,atm,2026-05-18 11:56:50,CORE_BANKING_V2
TXN00160890,ACC0002193,2026-01-24 21:00:30,withdrawal,1391.37,GBP,EXT-72360,mobile,2026-01-24 21:00:31,WIRE_SWIFT_GW
TXN00035363,ACC0010767,2026-04-22 17:49:12,deposit,390359.28,NGN,EXT-27769,online,2026-04-22 17:49:16,BRANCH_POS
TXN00050537,ACC0005275,2026-06-13 08:54:06,withdrawal,22192.59,RUB,EXT-63083,atm,2026-06-13 08:54:23,MOBILE_GATEWAY
TXN00104311,ACC0004945,2026-05-01 22:44:18,deposit,2215008.69,NGN,EXT-16697,online,2026-05-01 22:44:33,CORE_BANKING_V2
TXN00084058,ACC0003938,2026-05-19 15:51:43,wire_in,7901.85,CAD,EXT-50774,wire,2026-05-19 15:51:46,WIRE_SWIFT_GW
TXN00083396,ACC0007973,2026-06-14 07:02:35,transfer_in,1324.98,EUR,EXT-98009,branch,2026-06-14 07:02:44,CORE_BANKING_V2
TXN00136886,ACC0006994,2026-03-24 01:08:49,transfer_out,1911.4,GBP,EXT-60760,online,2026-03-24 01:09:09,WIRE_SWIFT_GW
TXN00047997,ACC0003562,2026-04-07 03:31:40,wire_out,7058.19,CAD,EXT-29808,mobile,2026-04-07 03:31:56,WIRE_SWIFT_GW
TXN00022378,ACC0010632,2026-03-09T15:36:31-08:00,transfer_in,592.99,GBP,EXT-91789,mobile,2026-03-09 15:36:48,BRANCH_POS
TXN00124690,ACC0010669,2026-04-19T01:50:01+01:00,transfer_out,1826.64,AUD,EXT-25897,branch,2026-04-19 01:50:17,BRANCH_POS
TXN00054506,ACC0003262,2026-04-28 01:33:24,transfer_in,2478.68,USD,EXT-38661,atm,2026-04-28 01:33:27,WIRE_SWIFT_GW
TXN00146076,ACC0005510,2026-01-18 14:09:19,transfer_in,2288.69,SGD,EXT-46189,atm,2026-01-18 14:09:38,BRANCH_POS
TXN00074273,ACC0002902,2026-01-08 20:48:37,withdrawal,5509.68,AUD,EXT-15663,mobile,2026-01-08 20:49:03,MOBILE_GATEWAY
TXN00059117,ACC0001439,2026-06-24 20:20:02,deposit,2505.17,USD,,mobile,2026-06-24 20:20:32,CORE_BANKING_V2
TXN00049760,ACC0005223,2026-04-25 18:52:23,deposit,151011.04,INR,,atm,2026-04-25 18:52:25,MOBILE_GATEWAY
TXN00077029,ACC0001905,2026-03-29 03:43:05,transfer_in,5326.45,USD,EXT-66793,wire,2026-03-29 03:43:28,BRANCH_POS
TXN00027367,ACC0010898,2026-01-04 13:53:26,withdrawal,34529.74,CNY,EXT-65346,mobile,2026-01-04 13:53:46,MOBILE_GATEWAY
TXN00076086,ACC0005334,2026-05-19 00:03:38,deposit,78081.55,INR,,wire,2026-05-19 00:04:02,MOBILE_GATEWAY
TXN00059845,ACC0000243,2026-05-13 21:28:03,wire_out,4621.08,GBP,EXT-33833,branch,2026-05-13 21:28:25,WIRE_SWIFT_GW
TXN00085171,ACC0009048,2026-01-21 04:52:01,transfer_out,1934.58,USD,,branch,2026-01-21 04:52:29,CORE_BANKING_V2
TXN00003889,ACC0007648,2026-04-13 01:03:11,wire_out,4269.46,aed,EXT-68756,wire,2026-04-13 01:03:13,CORE_BANKING_V2
TXN00147186,ACC0006314,2026-04-17 06:38:35,wire_out,1937466.33,NGN,,mobile,2026-04-17 06:39:02,MOBILE_GATEWAY
TXN00119150,ACC0005011,2026-05-19 06:01:06,deposit,15678.0,AED,EXT-15547,wire,2026-05-19 06:01:19,CORE_BANKING_V2
TXN00148999,ACC0000432,2026-03-24 04:23:10,transfer_in,928.91,EUR,EXT-82086,online,2026-03-24 04:23:19,MOBILE_GATEWAY
TXN00077773,ACC0008574,2026-03-28 07:56:50,wire_in,519032.78,RUB,EXT-85234,online,2026-03-28 07:57:09,MOBILE_GATEWAY
TXN00102851,ACC0004831,2026-03-10 21:26:03,transfer_out,584175.94,NGN,,branch,2026-03-10 21:26:30,BRANCH_POS
TXN00071289,ACC0010897,2026-05-02 22:24:33,withdrawal,1314427.56,NGN,EXT-15206,wire,2026-05-02 22:24:38,MOBILE_GATEWAY
TXN00158123,ACC0009020,2026-01-14 17:37:20,wire_out,5619.91,USD,,online,2026-01-14 17:37:30,WIRE_SWIFT_GW
TXN00012702,ACC0001357,2026-06-06 23:35:52,transfer_in,23061.04,cny,EXT-61680,branch,2026-06-06 23:36:08,CORE_BANKING_V2
TXN00100381,ACC0010578,2026-01-31 23:15:33,transfer_in,1867.25,USD,EXT-96679,mobile,2026-01-31 23:15:58,CORE_BANKING_V2
TXN00071148,ACC0005059,2026-01-19T15:55:59+03:00,transfer_out,20163.26,AED,EXT-10588,atm,2026-01-19 15:56:20,MOBILE_GATEWAY
TXN00031784,ACC0007610,2026-06-12 09:23:21,deposit,3246.16,CAD,EXT-66166,wire,2026-06-12 09:23:44,CORE_BANKING_V2
TXN00148743,ACC0002704,2026-05-25 21:34:24,deposit,5150.64,cad,EXT-13023,atm,2026-05-25 21:34:25,BRANCH_POS
TXN00153253,ACC0001335,2026-03-21T17:23:24+05:30,deposit,296.18,CAD,EXT-55879,wire,2026-03-21 17:23:54,CORE_BANKING_V2
TXN00034640,ACC0003369,2026-06-25 10:31:43,transfer_in,485.14,SGD,,mobile,2026-06-25 10:32:00,MOBILE_GATEWAY
TXN00056471,ACC0002170,2026-03-13 11:10:53,wire_out,267351.52,NGN,,branch,2026-03-13 11:11:22,MOBILE_GATEWAY
TXN00091854,ACC0008243,2026-04-25T16:39:03+01:00,transfer_out,2682828.37,NGN,EXT-69811,atm,2026-04-25 16:39:13,CORE_BANKING_V2
TXN00068221,ACC0000349,2026-02-06 04:13:08,transfer_in,2579681.3,NGN,EXT-17304,online,2026-02-06 04:13:32,WIRE_SWIFT_GW
TXN00167885,ACC0002876,2026-04-26 06:45:03,wire_out,7636.72,CAD,EXT-33649,online,2026-04-26 06:45:13,WIRE_SWIFT_GW
TXN00015779,ACC0010138,2026-06-26 03:03:32,withdrawal,1473617.29,NGN,,online,2026-06-26 03:03:44,WIRE_SWIFT_GW
TXN00107727,ACC0001249,2026-04-23 08:26:12,withdrawal,3819.26,EUR,EXT-78686,mobile,2026-04-23 08:26:29,WIRE_SWIFT_GW
TXN00066575,ACC0008680,2026-03-21T02:18:18+08:00,deposit,1434.97,sgd,EXT-79693,branch,2026-03-21 02:18:46,MOBILE_GATEWAY
TXN00063408,ACC0010658,2026-06-04 01:42:16,transfer_in,432338.61,INR,EXT-94141,online,2026-06-04 01:42:46,MOBILE_GATEWAY
TXN00007485,ACC0003040,2026-06-04 04:17:43,transfer_out,1281517.96,NGN,EXT-18257,online,2026-06-04 04:18:06,BRANCH_POS
TXN00107157,ACC0007490,2026-03-11 03:33:02,transfer_out,11352.33,AED,EXT-17938,mobile,2026-03-11 03:33:05,CORE_BANKING_V2
TXN00144779,ACC0008990,2026-05-15 23:02:47,deposit,7718.6,SGD,,branch,2026-05-15 23:02:59,MOBILE_GATEWAY
TXN00145255,ACC0001164,2026-06-07 11:59:21,wire_out,519632.49,RUB,EXT-96233,wire,2026-06-07 11:59:39,WIRE_SWIFT_GW
TXN00168968,ACC0007340,2026-06-01 21:08:59,withdrawal,3110.43,CAD,EXT-54662,,2026-06-01 21:09:16,MOBILE_GATEWAY
TXN00049232,ACC0008827,2026-01-27 23:03:31,deposit,364339.49,INR,EXT-10959,online,2026-01-27 23:03:37,WIRE_SWIFT_GW
TXN00126245,ACC0001005,2026-05-06 05:43:32,transfer_in,978.94,USD,,branch,2026-05-06 05:43:56,WIRE_SWIFT_GW
TXN00126867,ACC0006776,2026-02-26 19:41:22,deposit,4416.9,GBP,EXT-96006,online,2026-02-26 19:41:48,CORE_BANKING_V2
TXN00133831,ACC0010884,2026-02-25T10:36:23+05:30,transfer_in,2050.87,SGD,EXT-42376,wire,2026-02-25 10:36:42,CORE_BANKING_V2
TXN00145144,ACC0000707,2026-05-29 22:38:38,wire_in,2238.18,EUR,EXT-14918,online,2026-05-29 22:39:06,MOBILE_GATEWAY
TXN00129324,ACC0007084,2026-04-12 08:11:45,wire_out,722.03,SGD,EXT-42987,branch,2026-04-12 08:11:48,BRANCH_POS
TXN00013666,ACC0003753,2026-04-20 15:40:29,withdrawal,3683.78,USD,,online,2026-04-20 15:40:46,MOBILE_GATEWAY
TXN00144962,ACC0010757,2026-01-06 16:47:29,wire_in,101729.54,NGN,EXT-88535,branch,2026-01-06 16:47:57,CORE_BANKING_V2
TXN00069364,ACC0006079,2026-03-30 12:41:30,withdrawal,20694.82,AED,EXT-89450,online,2026-03-30 12:41:44,WIRE_SWIFT_GW
TXN00053078,ACC0010471,2026-01-18 03:38:56,deposit,7550.44,cad,EXT-43195,online,2026-01-18 03:39:03,CORE_BANKING_V2
TXN00165180,ACC0008221,2026-05-10 14:03:22,transfer_out,4622.13,GBP,EXT-91059,branch,2026-05-10 14:03:52,CORE_BANKING_V2
TXN00023377,ACC0009407,2026-05-16 13:41:29,wire_out,1764.94,usd,EXT-40863,,2026-05-16 13:41:59,CORE_BANKING_V2
TXN00081720,ACC0009195,2026-02-11 06:20:30,deposit,1679040.01,NGN,EXT-26823,online,2026-02-11 06:20:41,BRANCH_POS
TXN00113587,ACC0010497,2026-01-14 10:30:47,withdrawal,18580.67,AED,EXT-72384,wire,2026-01-14 10:31:17,MOBILE_GATEWAY
TXN00105978,ACC0009054,2026-05-08 01:07:36,withdrawal,122555.71,RUB,EXT-25148,atm,2026-05-08 01:07:58,BRANCH_POS
TXN00045286,ACC0003086,2026-05-11T17:28:01+08:00,deposit,4691.17,AUD,EXT-97896,wire,2026-05-11 17:28:16,WIRE_SWIFT_GW
TXN00053216,ACC0002059,2026-06-10 11:53:47,withdrawal,2493.74,GBP,EXT-42817,wire,2026-06-10 11:54:13,BRANCH_POS
TXN00131136,ACC0005501,2026-06-20 23:01:22,transfer_out,1142.65,EUR,EXT-60766,wire,2026-06-20 23:01:40,CORE_BANKING_V2
TXN00159613,ACC0005844,2026-06-08 23:45:54,deposit,5860.55,CAD,EXT-75780,branch,2026-06-08 23:46:08,MOBILE_GATEWAY
TXN00078206,ACC0007960,2026-04-18 06:09:04,withdrawal,2291.58,SGD,EXT-93518,mobile,2026-04-18 06:09:18,WIRE_SWIFT_GW
TXN00134747,ACC0002891,2026-03-04 04:49:14,deposit,5518.52,USD,EXT-16780,mobile,2026-03-04 04:49:28,BRANCH_POS
TXN00051357,ACC0010668,2026-03-04 11:20:36,transfer_out,523.96,SGD,EXT-65051,wire,2026-03-04 11:21:02,MOBILE_GATEWAY
TXN00099587,ACC0006363,2026-01-07 11:27:50,withdrawal,328093.7,INR,EXT-59401,,2026-01-07 11:27:57,WIRE_SWIFT_GW
TXN00097632,ACC0001322,2026-04-30 12:38:47,deposit,4379.58,USD,EXT-71892,atm,2026-04-30 12:39:01,WIRE_SWIFT_GW
TXN00045324,ACC0008880,2026-06-18 15:05:00,transfer_in,5008.58,CAD,,mobile,2026-06-18 15:05:21,MOBILE_GATEWAY
TXN00037598,ACC0000682,2026-06-30 01:55:17,deposit,9512.34,CNY,EXT-57160,mobile,2026-06-30 01:55:38,CORE_BANKING_V2
TXN00047940,ACC0009389,2026-05-20 07:51:34,wire_in,4582.68,CAD,EXT-42683,online,2026-05-20 07:51:51,BRANCH_POS
TXN00006860,ACC0008920,2026-03-02 06:28:48,deposit,298571.27,INR,EXT-94127,atm,2026-03-02 06:28:53,BRANCH_POS
TXN00061358,ACC0005703,2026-03-31 05:49:43,transfer_in,17865.86,AED,EXT-77573,online,2026-03-31 05:49:51,BRANCH_POS
TXN00055675,ACC0002864,2026-06-10 14:12:49,withdrawal,72.94,CNY,EXT-13573,wire,2026-06-10 14:13:05,CORE_BANKING_V2
TXN00116823,ACC0010823,2026-05-12 19:49:44,transfer_out,72562.47,NGN,EXT-91011,branch,2026-05-12 19:50:02,MOBILE_GATEWAY
TXN00016574,ACC0007585,2026-03-05 11:06:50,deposit,1127.0,RUB,EXT-95655,wire,2026-03-05 11:07:03,CORE_BANKING_V2
TXN00171161,ACC0005396,2026-01-19 20:00:00,wire_in,1449463.6,INR,EXT-28479,wire,2026-01-19 20:00:20,WIRE_SWIFT_GW
TXN00141023,ACC0008153,2026-04-09 04:38:23,transfer_out,3130.4,CAD,EXT-95788,atm,2026-04-09 04:38:48,CORE_BANKING_V2
TXN00017168,ACC0003138,2026-06-24 05:40:33,deposit,3718.56,eur,EXT-90351,online,2026-06-24 05:40:56,BRANCH_POS
TXN00047113,ACC0009867,2026-03-24 02:53:49,withdrawal,2506.93,AED,EXT-27016,atm,2026-03-24 02:53:57,WIRE_SWIFT_GW
TXN00167150,ACC0003665,2026-01-22 09:16:35,withdrawal,682944.9,NGN,,atm,2026-01-22 09:16:45,BRANCH_POS
TXN00009960,ACC0004295,2026-05-20T22:47:43+01:00,transfer_out,3850.44,CAD,EXT-67358,online,2026-05-20 22:48:06,WIRE_SWIFT_GW
TXN00080528,ACC0007314,2026-04-25 03:51:02,transfer_out,1358.68,EUR,EXT-36626,mobile,2026-04-25 03:51:24,WIRE_SWIFT_GW
TXN00058353,ACC0003604,2026-05-01 17:13:24,withdrawal,2316202.63,NGN,EXT-73248,wire,2026-05-01 17:13:44,WIRE_SWIFT_GW
TXN00064523,ACC0003067,2026-04-27 08:29:57,wire_out,202.02,EUR,EXT-96869,atm,2026-04-27 08:30:12,MOBILE_GATEWAY
TXN00149863,ACC0002013,2026-05-29 12:50:23,wire_out,6234.6,SGD,,branch,2026-05-29 12:50:30,MOBILE_GATEWAY
TXN00014225,ACC0002516,2026-06-05T13:21:54+05:30,wire_out,2450.21,GBP,EXT-17796,wire,2026-06-05 13:22:03,CORE_BANKING_V2
TXN00161436,ACC0002107,2026-06-05 03:15:30,transfer_in,4805.45,SGD,EXT-78724,atm,2026-06-05 03:15:42,BRANCH_POS
TXN00145501,ACC0009610,2026-05-05 07:15:44,wire_out,2469.85,EUR,,mobile,2026-05-05 07:16:10,BRANCH_POS
TXN00154497,ACC0005083,2026-04-18 00:59:31,withdrawal,31119.1,CNY,EXT-92005,mobile,2026-04-18 00:59:53,BRANCH_POS
TXN00115731,ACC0003829,2026-06-05 03:15:56,transfer_out,5631.4,SGD,EXT-15558,wire,2026-06-05 03:16:21,MOBILE_GATEWAY
TXN00018029,ACC0008573,2026-05-12 03:12:02,wire_out,519387.15,RUB,EXT-73211,atm,2026-05-12 03:12:23,CORE_BANKING_V2
TXN00002801,ACC0004759,2026-05-25T07:07:17-08:00,transfer_in,4301.49,AED,EXT-14715,wire,2026-05-25 07:07:47,CORE_BANKING_V2
TXN00065204,ACC0008499,2026-03-05 00:47:13,withdrawal,17415.88,aed,EXT-15399,online,2026-03-05 00:47:38,WIRE_SWIFT_GW
TXN00145131,ACC0004799,2026-02-23T16:00:09+08:00,wire_out,1604.02,AUD,EXT-51756,atm,2026-02-23 16:00:26,MOBILE_GATEWAY
TXN00132978,ACC0006508,2026-04-28 21:49:37,withdrawal,926.5,AUD,EXT-19318,atm,2026-04-28 21:49:59,MOBILE_GATEWAY
TXN00072971,ACC0007326,2026-01-17 15:19:11,deposit,65.83,USD,,wire,2026-01-17 15:19:24,CORE_BANKING_V2
TXN00014481,ACC0006215,2026-04-19 10:02:04,withdrawal,543.76,AUD,EXT-53382,atm,2026-04-19 10:02:33,MOBILE_GATEWAY
TXN00084693,ACC0007077,2026-01-08T13:27:39+00:00,wire_out,310186.41,RUB,EXT-84568,atm,2026-01-08 13:27:48,WIRE_SWIFT_GW
TXN00019538,ACC0009060,2026-04-25 20:19:31,deposit,8067.63,SGD,EXT-70844,online,2026-04-25 20:19:37,BRANCH_POS
TXN00047192,ACC0001262,2026-02-18 23:08:35,transfer_in,8653.34,aud,EXT-72731,atm,2026-02-18 23:09:02,MOBILE_GATEWAY
TXN00140352,ACC0004122,2026-01-22T13:23:24+08:00,deposit,2418.8,SGD,EXT-17849,branch,2026-01-22 13:23:51,BRANCH_POS
TXN00082972,ACC0003668,2026-04-24 14:22:01,withdrawal,7859.45,CNY,,online,2026-04-24 14:22:24,WIRE_SWIFT_GW
TXN00004832,ACC0010715,2026-05-21 14:30:31,wire_out,1662.85,GBP,,branch,2026-05-21 14:30:42,CORE_BANKING_V2
TXN00106195,ACC0006638,2026-03-04 09:32:05,wire_out,22927.0,RUB,EXT-64001,mobile,2026-03-04 09:32:09,BRANCH_POS
TXN00026859,ACC0002764,2026-02-20 20:22:46,transfer_out,1835.55,GBP,,wire,2026-02-20 20:22:50,WIRE_SWIFT_GW
TXN00107679,ACC0000681,2026-02-19 13:14:17,withdrawal,22096.74,CNY,EXT-53465,branch,2026-02-19 13:14:21,MOBILE_GATEWAY
TXN00034415,ACC0008778,2026-02-06 23:33:13,deposit,327602.03,INR,EXT-30290,branch,2026-02-06 23:33:25,CORE_BANKING_V2
TXN00118044,ACC0006617,2026-05-02 03:29:40,wire_in,1029.92,GBP,EXT-19748,atm,2026-05-02 03:29:49,WIRE_SWIFT_GW
TXN00100733,ACC0005127,2026-02-07 23:09:39,withdrawal,184434.95,RUB,EXT-31081,online,2026-02-07 23:09:42,WIRE_SWIFT_GW
TXN00021385,ACC0004411,2026-01-15 10:54:36,transfer_out,11044.9,AED,EXT-77404,mobile,2026-01-15 10:54:47,MOBILE_GATEWAY
TXN00116027,ACC0002250,2026-06-15 08:32:12,deposit,5644.18,EUR,EXT-93088,branch,2026-06-15 08:32:14,BRANCH_POS
TXN00162239,ACC0006368,2026-06-17 23:09:08,deposit,5391.14,USD,,atm,2026-06-17 23:09:17,WIRE_SWIFT_GW
TXN00115328,ACC0002562,2026-04-15T11:23:34+08:00,withdrawal,335492.68,INR,EXT-28001,branch,2026-04-15 11:23:55,WIRE_SWIFT_GW
TXN00126859,ACC0008361,2026-04-26T06:21:15+00:00,deposit,884.59,GBP,EXT-46976,atm,2026-04-26 06:21:41,MOBILE_GATEWAY
TXN00060241,ACC0002536,2026-06-30 05:25:57,transfer_in,7310.06,CAD,EXT-96887,branch,2026-06-30 05:26:04,BRANCH_POS
TXN00149544,ACC0002457,2026-04-12 10:54:41,transfer_in,1321.22,AUD,EXT-65422,mobile,2026-04-12 10:55:00,MOBILE_GATEWAY
TXN00141260,ACC0010451,2026-06-28 16:59:34,withdrawal,7758.02,CNY,EXT-76732,atm,2026-06-28 16:59:40,MOBILE_GATEWAY
TXN00043888,ACC0006441,2026-03-11 18:41:58,wire_out,566.0,EUR,EXT-31140,,2026-03-11 18:42:09,WIRE_SWIFT_GW
TXN00092817,ACC0000957,2026-05-17 18:31:12,wire_out,6761.83,AUD,EXT-53536,branch,2026-05-17 18:31:20,CORE_BANKING_V2
TXN00070900,ACC0005689,2026-06-20 16:08:35,deposit,2805.35,AUD,EXT-35394,mobile,2026-06-20 16:08:57,WIRE_SWIFT_GW
TXN00116932,ACC0010856,2026-01-05 01:17:59,transfer_out,412268.94,INR,EXT-47397,mobile,2026-01-05 01:18:06,WIRE_SWIFT_GW
TXN00050966,ACC0005621,2026-05-03 05:08:23,withdrawal,42256.84,rub,EXT-41726,mobile,2026-05-03 05:08:35,CORE_BANKING_V2
TXN00139390,ACC0009851,2026-03-12 17:46:25,wire_in,513935.22,RUB,EXT-96145,wire,2026-03-12 17:46:54,WIRE_SWIFT_GW
TXN00063196,ACC0002387,2026-06-08T08:35:02+01:00,wire_out,8895.77,AUD,EXT-85216,mobile,2026-06-08 08:35:15,MOBILE_GATEWAY
TXN00144021,ACC0003379,2026-04-26 04:59:33,wire_in,3228.1,GBP,,mobile,2026-04-26 04:59:49,WIRE_SWIFT_GW
TXN00144105,ACC0003041,2026-02-05 01:09:04,transfer_out,4782.34,EUR,EXT-60796,atm,2026-02-05 01:09:28,CORE_BANKING_V2
TXN00027168,ACC0007261,2026-02-01 06:10:09,wire_in,1754721.9,NGN,EXT-88330,wire,2026-02-01 06:10:20,BRANCH_POS
TXN00056284,ACC0000214,2026-03-13T08:46:18-05:00,transfer_out,5484.83,EUR,EXT-58940,wire,2026-03-13 08:46:21,WIRE_SWIFT_GW
TXN00114972,ACC0000971,2026-06-27 08:20:40,wire_out,1047.38,AUD,EXT-21895,branch,2026-06-27 08:20:55,MOBILE_GATEWAY
TXN00103598,ACC0004145,2026-04-18T15:15:39+03:00,wire_in,2094635.34,NGN,EXT-46119,wire,2026-04-18 15:15:56,BRANCH_POS
TXN00007578,ACC0002710,2026-03-13 23:46:43,transfer_in,4492.02,USD,EXT-89947,branch,2026-03-13 23:46:46,CORE_BANKING_V2
TXN00152683,ACC0006553,2026-01-20 07:58:44,withdrawal,420.12,AED,EXT-43931,branch,2026-01-20 07:59:02,MOBILE_GATEWAY
TXN00166607,ACC0010642,2026-02-22 02:30:11,wire_out,562.94,AUD,EXT-70559,branch,2026-02-22 02:30:14,BRANCH_POS
TXN00089399,ACC0000651,2026-04-26 10:16:23,wire_out,3507.1,GBP,,online,2026-04-26 10:16:50,MOBILE_GATEWAY
TXN00133997,ACC0002794,2026-05-13 16:15:39,deposit,38747.93,CNY,EXT-87703,mobile,2026-05-13 16:15:40,BRANCH_POS
TXN00020252,ACC0002242,2026-04-28 15:08:51,transfer_out,2817.82,GBP,EXT-84020,branch,2026-04-28 15:09:01,CORE_BANKING_V2
TXN00065115,ACC0009510,2026-06-20T16:34:21+03:00,wire_out,4434.42,AED,EXT-74474,atm,2026-06-20 16:34:34,BRANCH_POS
TXN00147132,ACC0007696,2026-01-31 10:37:41,transfer_out,20071.96,CNY,,online,2026-01-31 10:37:53,BRANCH_POS
TXN00139936,ACC0004424,2026-05-12 08:18:22,deposit,4425.34,GBP,EXT-52878,branch,2026-05-12 08:18:36,CORE_BANKING_V2
TXN00166774,ACC0007516,2026-01-03 01:15:35,deposit,355166.21,RUB,EXT-83731,mobile,2026-01-03 01:15:41,CORE_BANKING_V2
TXN00029642,ACC0007223,2026-01-30 12:20:05,wire_out,2217.47,SGD,EXT-73436,atm,2026-01-30 12:20:21,BRANCH_POS
TXN00143604,ACC0005839,2026-03-14 21:52:47,transfer_out,16359.81,AED,EXT-38111,atm,2026-03-14 21:53:08,WIRE_SWIFT_GW
TXN00144976,ACC0003646,2026-04-16 01:27:19,wire_out,2404.84,USD,EXT-14790,branch,2026-04-16 01:27:31,MOBILE_GATEWAY
TXN00065831,ACC0006001,2026-01-25 03:51:34,transfer_out,281236.35,INR,EXT-53077,wire,2026-01-25 03:51:56,BRANCH_POS
TXN00064516,ACC0010749,2026-06-22 00:54:43,transfer_out,4168.78,EUR,EXT-74925,atm,2026-06-22 00:55:11,CORE_BANKING_V2
TXN00096275,ACC0008520,2026-02-20 10:35:49,withdrawal,157445.53,INR,EXT-37166,atm,2026-02-20 10:36:11,WIRE_SWIFT_GW
TXN00031102,ACC0008360,2026-02-08 20:17:51,transfer_in,1672459.85,NGN,EXT-44018,mobile,2026-02-08 20:18:16,BRANCH_POS
TXN00079639,ACC0005014,2026-02-13 06:09:00,transfer_out,1652.36,GBP,EXT-16183,wire,2026-02-13 06:09:30,WIRE_SWIFT_GW
TXN00101899,ACC0007417,2026-04-15 01:49:07,transfer_out,6181.66,CAD,EXT-73994,mobile,2026-04-15 01:49:29,MOBILE_GATEWAY
TXN00056267,ACC0007149,2026-01-13 20:27:33,deposit,8766.9,CNY,EXT-27101,mobile,2026-01-13 20:27:43,CORE_BANKING_V2
TXN00056124,ACC0009830,2026-03-13 23:40:19,wire_out,2956.27,USD,EXT-67355,branch,2026-03-13 23:40:43,WIRE_SWIFT_GW
TXN00112579,ACC0005751,2026-01-29 11:36:54,transfer_out,3330.83,AED,EXT-48858,online,2026-01-29 11:37:08,MOBILE_GATEWAY
TXN00026797,ACC0004422,2026-02-20 04:21:14,wire_in,8711.9,AUD,EXT-49663,mobile,2026-02-20 04:21:26,BRANCH_POS
TXN00140979,ACC0002347,2026-01-23 01:39:44,wire_out,9841.8,AED,,online,2026-01-23 01:39:51,BRANCH_POS
TXN00077471,ACC0006170,2026-04-18 01:57:20,wire_in,3544.71,EUR,EXT-18731,mobile,2026-04-18 01:57:50,WIRE_SWIFT_GW
TXN00133770,ACC0003275,2026-05-11 06:23:41,transfer_in,5446.71,USD,EXT-76324,online,2026-05-11 06:23:58,CORE_BANKING_V2
TXN00159330,ACC0008134,2026-05-27 14:16:28,transfer_in,2631.74,aud,EXT-38987,online,2026-05-27 14:16:47,WIRE_SWIFT_GW
TXN00170705,ACC0002713,2026-04-13 18:00:00,deposit,61099.93,CNY,EXT-29241,branch,2026-04-13 18:00:04,CORE_BANKING_V2
TXN00106516,ACC0006718,2026-03-22 02:46:54,wire_out,3781.04,CNY,,wire,2026-03-22 02:47:02,CORE_BANKING_V2
TXN00013846,ACC0002923,2026-03-17 19:14:48,wire_out,5277.31,EUR,EXT-19978,wire,2026-03-17 19:15:12,MOBILE_GATEWAY
TXN00103570,ACC0004329,2026-01-12 07:55:00,transfer_in,4337.62,USD,EXT-44374,mobile,2026-01-12 07:55:26,BRANCH_POS
TXN00134315,ACC0006147,2026-06-29 23:16:34,wire_in,6463.1,CAD,EXT-76164,wire,2026-06-29 23:16:38,MOBILE_GATEWAY
TXN00042529,ACC0009375,2026-06-22 00:25:39,withdrawal,1992462.31,ngn,EXT-64211,branch,2026-06-22 00:25:45,WIRE_SWIFT_GW
TXN00039992,ACC0009750,2026-04-28 21:54:52,wire_out,8148.95,AED,EXT-97191,mobile,2026-04-28 21:54:54,BRANCH_POS
TXN00057066,ACC0010224,2026-05-04 11:49:22,transfer_in,20573.3,AED,EXT-34662,online,2026-05-04 11:49:41,CORE_BANKING_V2
TXN00008258,ACC0001277,2026-05-20 12:11:59,transfer_out,452362.27,RUB,EXT-60297,branch,2026-05-20 12:12:17,MOBILE_GATEWAY
TXN00040402,ACC0004962,2026-01-08 03:22:17,transfer_out,1656.4,GBP,EXT-62346,wire,2026-01-08 03:22:34,CORE_BANKING_V2
