account_id,customer_id,account_type,currency,branch_id,open_date,status,created_at,created_by
ACC0002070,CUST001501,savings,CAD,BR0021,2023-07-13,active,2023-07-13 00:00:00,ACCOUNT_OPENING_SVC
ACC0002071,CUST001502,savings,SGD,BR0014,2025-08-31,active,2025-08-31 00:00:00,ACCOUNT_OPENING_SVC
ACC0002072,CUST001503,checking,CNY,BR0005,2018-04-03,active,2018-04-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0002073,CUST001504,business,NGN,BR0025,2025-12-10,active,2025-12-10 00:00:00,ACCOUNT_OPENING_SVC
ACC0002074,CUST001505,checking,AED,BR0007,2019-11-09,active,2019-11-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0002075,CUST001506,business,RUB,BR0028,2025-09-09,closed,2025-09-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0002076,CUST001507,checking,EUR,BR0019,2024-07-30,active,2024-07-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0002077,CUST001507,business,EUR,BR0017,2024-02-03,active,2024-02-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0002078,CUST001508,savings,CAD,BR0022,2024-02-20,active,2024-02-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0002079,CUST001509,checking,RUB,BR0027,2022-08-16,active,2022-08-16 00:00:00,ACCOUNT_OPENING_SVC
ACC0002080,CUST001510,savings,USD,BR0003,2021-07-26,active,2021-07-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0002081,CUST001511,business,RUB,BR0027,2018-10-17,active,2018-10-17 00:00:00,ACCOUNT_OPENING_SVC
ACC0002082,CUST001511,savings,RUB,BR0027,2022-04-22,active,2022-04-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0002083,CUST001512,business,AED,BR0007,2018-02-21,active,2018-02-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0002084,CUST001513,checking,CNY,BR0006,2021-10-28,active,2021-10-28 00:00:00,ACCOUNT_OPENING_SVC
ACC0002085,CUST001514,business,GBP,BR0013,2024-05-01,active,2024-05-01 00:00:00,ACCOUNT_OPENING_SVC
ACC0002086,CUST001515,checking,EUR,BR0016,2021-03-01,closed,2021-03-01 00:00:00,ACCOUNT_OPENING_SVC
ACC0002087,CUST001515,savings,EUR,BR0016,2020-05-19,dormant,2020-05-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0002088,CUST001516,savings,USD,BR0003,2021-05-29,active,2021-05-29 00:00:00,ACCOUNT_OPENING_SVC
ACC0002089,CUST001517,savings,CAD,BR0020,2023-02-02,active,2023-02-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002090,CUST001518,checking,CNY,BR0005,2020-09-04,active,2020-09-04 00:00:00,ACCOUNT_OPENING_SVC
ACC0002091,CUST001519,checking,AUD,BR0029,2022-10-29,active,2022-10-29 00:00:00,ACCOUNT_OPENING_SVC
ACC0002092,CUST001520,savings,CNY,BR0005,2020-05-28,,2020-05-28 00:00:00,ACCOUNT_OPENING_SVC
ACC0002093,CUST001520,business,CNY,BR0006,2019-10-21,active,2019-10-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0002094,CUST001521,checking,NGN,BR0026,2020-01-23,active,2020-01-23 00:00:00,ACCOUNT_OPENING_SVC
ACC0002095,CUST001522,savings,SGD,BR0015,2018-09-18,active,2018-09-18 00:00:00,ACCOUNT_OPENING_SVC
ACC0002096,CUST001523,savings,NGN,BR0024,2022-07-12,dormant,2022-07-12 00:00:00,ACCOUNT_OPENING_SVC
ACC0002097,CUST001524,business,RUB,BR0028,2026-01-09,active,2026-01-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0002098,CUST001524,checking,RUB,BR0028,2023-11-10,dormant,2023-11-10 00:00:00,ACCOUNT_OPENING_SVC
ACC0002099,CUST001524,savings,RUB,BR0028,2020-02-28,active,2020-02-28 00:00:00,ACCOUNT_OPENING_SVC
ACC0002100,CUST001525,checking,EUR,BR0017,2021-12-02,active,2021-12-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002101,CUST001525,business,EUR,BR0018,2021-05-10,active,2021-05-10 00:00:00,ACCOUNT_OPENING_SVC
ACC0002102,CUST001526,savings,AUD,BR0029,2019-02-11,active,2019-02-11 00:00:00,ACCOUNT_OPENING_SVC
ACC0002103,CUST001527,business,EUR,BR0017,2023-04-24,active,2023-04-24 00:00:00,ACCOUNT_OPENING_SVC
ACC0002104,CUST001527,savings,EUR,BR0018,2018-06-20,active,2018-06-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0002105,CUST001527,checking,EUR,BR0016,2022-05-08,active,2022-05-08 00:00:00,ACCOUNT_OPENING_SVC
ACC0002106,CUST001528,business,AUD,BR0029,2023-06-09,active,2023-06-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0002107,CUST001529,savings,SGD,BR0014,2025-04-23,active,2025-04-23 00:00:00,ACCOUNT_OPENING_SVC
ACC0002108,CUST001530,savings,USD,BR0003,2021-04-13,active,2021-04-13 00:00:00,ACCOUNT_OPENING_SVC
ACC0002109,CUST001531,checking,CNY,BR0005,2018-04-05,active,2018-04-05 00:00:00,ACCOUNT_OPENING_SVC
ACC0002110,CUST001532,business,INR,BR0001,2022-03-22,active,2022-03-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0002111,CUST001533,savings,NGN,BR0025,2021-08-03,active,2021-08-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0002112,CUST001533,savings,NGN,BR0025,2022-04-10,active,2022-04-10 00:00:00,ACCOUNT_OPENING_SVC
ACC0002113,CUST001534,business,NGN,BR0025,2021-10-27,active,2021-10-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002114,CUST001534,savings,NGN,BR0024,2019-11-21,active,2019-11-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0002115,CUST001535,checking,CNY,BR0006,2020-02-27,active,2020-02-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002116,CUST001536,savings,USD,BR0003,2018-01-11,closed,2018-01-11 00:00:00,ACCOUNT_OPENING_SVC
ACC0002117,CUST001537,business,AED,BR0008,2024-10-02,active,2024-10-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002118,CUST001538,savings,RUB,BR0027,2018-06-18,dormant,2018-06-18 00:00:00,ACCOUNT_OPENING_SVC
ACC0002119,CUST001539,savings,CNY,BR0006,2020-02-15,active,2020-02-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0002120,CUST001539,savings,CNY,BR0005,2022-01-24,active,2022-01-24 00:00:00,ACCOUNT_OPENING_SVC
ACC0002121,CUST001540,savings,SGD,BR0015,2023-07-30,active,2023-07-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0002122,CUST001541,checking,GBP,BR0011,2018-09-01,active,2018-09-01 00:00:00,ACCOUNT_OPENING_SVC
ACC0002123,CUST001541,checking,GBP,BR0010,2025-01-10,active,2025-01-10 00:00:00,ACCOUNT_OPENING_SVC
ACC0002124,CUST001542,business,USD,BR0003,2022-02-19,active,2022-02-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0002125,CUST001543,checking,NGN,BR0024,2025-03-21,active,2025-03-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0002126,CUST001544,savings,RUB,BR0028,2020-01-16,active,2020-01-16 00:00:00,ACCOUNT_OPENING_SVC
ACC0002127,CUST001545,business,NGN,BR0025,2025-10-16,active,2025-10-16 00:00:00,ACCOUNT_OPENING_SVC
ACC0002128,CUST001546,checking,AUD,BR0029,2020-11-19,active,2020-11-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0002129,CUST001546,checking,AUD,BR0029,2026-01-02,active,2026-01-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002130,CUST001546,checking,AUD,BR0030,2023-05-08,active,2023-05-08 00:00:00,ACCOUNT_OPENING_SVC
ACC0002131,CUST001546,checking,AUD,BR0029,2025-09-06,active,2025-09-06 00:00:00,ACCOUNT_OPENING_SVC
ACC0002132,CUST001547,savings,SGD,BR0015,2022-08-02,active,2022-08-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002133,CUST001548,savings,CNY,BR0005,2020-07-27,active,2020-07-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002134,CUST001548,savings,CNY,BR0006,2023-01-23,active,2023-01-23 00:00:00,ACCOUNT_OPENING_SVC
ACC0002135,CUST001549,savings,EUR,BR0019,2020-03-18,active,2020-03-18 00:00:00,ACCOUNT_OPENING_SVC
ACC0002136,CUST001550,checking,EUR,BR0019,2019-08-07,closed,2019-08-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0002137,CUST001550,business,EUR,BR0019,2024-08-25,active,2024-08-25 00:00:00,ACCOUNT_OPENING_SVC
ACC0002138,CUST001551,checking,RUB,BR0027,2022-09-22,active,2022-09-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0002139,CUST001552,checking,USD,BR0003,2023-05-02,active,2023-05-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002140,CUST001553,business,INR,BR0001,2022-11-22,active,2022-11-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0002141,CUST001554,savings,INR,BR0001,2023-12-07,active,2023-12-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0002142,CUST001555,savings,SGD,BR0015,2022-06-02,active,2022-06-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002143,CUST001556,savings,SGD,BR0015,2025-11-18,active,2025-11-18 00:00:00,ACCOUNT_OPENING_SVC
ACC0002144,CUST001557,checking,CNY,BR0006,2021-07-15,active,2021-07-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0002145,CUST001558,business,CNY,BR0006,2023-07-08,active,2023-07-08 00:00:00,ACCOUNT_OPENING_SVC
ACC0002146,CUST001558,business,CNY,BR0006,2021-09-21,closed,2021-09-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0002147,CUST001559,business,GBP,BR0010,2021-04-14,active,2021-04-14 00:00:00,ACCOUNT_OPENING_SVC
ACC0002148,CUST001560,savings,AED,BR0008,2021-12-01,active,2021-12-01 00:00:00,ACCOUNT_OPENING_SVC
ACC0002149,CUST001561,savings,NGN,BR0026,2020-04-02,dormant,2020-04-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002150,CUST001562,business,AUD,BR0030,2018-10-26,active,2018-10-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0002150,CUST001562,business,AUD,BR0030,2018-10-26,active,2018-10-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0002151,CUST001562,business,AUD,BR0030,2022-04-27,active,2022-04-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002152,CUST001562,business,AUD,BR0030,2023-07-16,active,2023-07-16 00:00:00,ACCOUNT_OPENING_SVC
ACC0002153,CUST001562,checking,AUD,BR0029,2026-01-19,active,2026-01-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0002154,CUST001563,business,NGN,BR0026,2025-10-21,active,2025-10-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0002155,CUST001564,checking,GBP,BR0012,2019-01-28,active,2019-01-28 00:00:00,ACCOUNT_OPENING_SVC
ACC0002156,CUST001565,business,INR,BR0002,2020-01-12,active,2020-01-12 00:00:00,ACCOUNT_OPENING_SVC
ACC0002157,CUST001565,checking,INR,BR0002,2023-09-27,closed,2023-09-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002158,CUST001566,savings,RUB,BR0028,2020-06-02,closed,2020-06-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002159,CUST001567,savings,CNY,BR0006,2023-12-07,active,2023-12-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0002160,CUST001567,checking,CNY,BR0005,2019-12-15,active,2019-12-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0002161,CUST001568,business,AUD,BR0029,2022-04-15,active,2022-04-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0002162,CUST001568,savings,AUD,BR0029,2019-04-19,active,2019-04-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0002163,CUST001569,business,AUD,BR0030,2018-04-29,active,2018-04-29 00:00:00,ACCOUNT_OPENING_SVC
ACC0002164,CUST001569,checking,AUD,BR0030,2020-10-04,active,2020-10-04 00:00:00,ACCOUNT_OPENING_SVC
ACC0002165,CUST001569,business,AUD,BR0030,2020-07-31,active,2020-07-31 00:00:00,ACCOUNT_OPENING_SVC
ACC0002166,CUST001569,business,AUD,BR0030,2020-04-03,closed,2020-04-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0002167,CUST001570,checking,SGD,BR0014,2020-11-06,active,2020-11-06 00:00:00,ACCOUNT_OPENING_SVC
ACC0002168,CUST001570,checking,SGD,BR0015,2020-06-04,dormant,2020-06-04 00:00:00,ACCOUNT_OPENING_SVC
ACC0002169,CUST001570,business,SGD,BR0015,2022-02-03,closed,2022-02-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0002170,CUST001571,checking,NGN,BR0024,2021-01-03,active,2021-01-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0002171,CUST001571,savings,NGN,BR0026,2021-10-21,active,2021-10-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0002172,CUST001572,checking,INR,BR0002,2025-04-08,active,2025-04-08 00:00:00,ACCOUNT_OPENING_SVC
ACC0002173,CUST001573,savings,USD,BR0003,2021-10-03,active,2021-10-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0002174,CUST001574,savings,EUR,BR0018,2018-12-30,active,2018-12-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0002175,CUST001575,savings,USD,BR0004,2023-09-06,active,2023-09-06 00:00:00,ACCOUNT_OPENING_SVC
ACC0002176,CUST001575,checking,USD,BR0004,2026-01-24,active,2026-01-24 00:00:00,ACCOUNT_OPENING_SVC
ACC0002176,CUST001575,checking,USD,BR0004,2026-01-24,active,2026-01-24 00:00:00,ACCOUNT_OPENING_SVC
ACC0002177,CUST001575,savings,USD,BR0003,2019-06-11,active,2019-06-11 00:00:00,ACCOUNT_OPENING_SVC
ACC0002178,CUST001576,savings,NGN,BR0026,2019-05-17,closed,2019-05-17 00:00:00,ACCOUNT_OPENING_SVC
ACC0002179,CUST001577,savings,GBP,,2020-01-24,active,2020-01-24 00:00:00,ACCOUNT_OPENING_SVC
ACC0002180,CUST001577,checking,GBP,BR0012,2018-04-27,active,2018-04-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002181,CUST001578,checking,NGN,BR0026,2025-11-05,active,2025-11-05 00:00:00,ACCOUNT_OPENING_SVC
ACC0002182,CUST001578,business,NGN,BR0025,2023-06-08,active,2023-06-08 00:00:00,ACCOUNT_OPENING_SVC
ACC0002183,CUST001578,business,NGN,BR0025,2020-06-19,active,2020-06-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0002184,CUST001579,savings,NGN,BR0024,2023-05-23,active,2023-05-23 00:00:00,ACCOUNT_OPENING_SVC
ACC0002185,CUST001580,business,AED,BR0009,2019-04-03,active,2019-04-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0002186,CUST001581,checking,GBP,BR0013,2018-03-09,active,2018-03-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0002187,CUST001582,checking,AUD,BR0030,2020-07-26,active,2020-07-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0002188,CUST001583,business,CNY,BR0005,2020-09-27,active,2020-09-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002189,CUST001583,savings,CNY,BR0006,2019-12-10,active,2019-12-10 00:00:00,ACCOUNT_OPENING_SVC
ACC0002190,CUST001584,checking,SGD,BR0015,2019-06-13,active,2019-06-13 00:00:00,ACCOUNT_OPENING_SVC
ACC0002191,CUST001585,savings,AUD,BR0030,2024-10-02,active,2024-10-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002192,CUST001586,savings,AUD,BR0029,2019-09-24,active,2019-09-24 00:00:00,ACCOUNT_OPENING_SVC
ACC0002193,CUST001587,checking,GBP,BR0010,2019-01-23,active,2019-01-23 00:00:00,ACCOUNT_OPENING_SVC
ACC0002194,CUST001587,checking,GBP,BR0013,2019-01-21,dormant,2019-01-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0002195,CUST001588,savings,EUR,BR0016,2022-11-30,dormant,2022-11-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0002196,CUST001589,business,SGD,BR0014,2024-05-14,active,2024-05-14 00:00:00,ACCOUNT_OPENING_SVC
ACC0002197,CUST001590,savings,GBP,BR0011,2022-05-16,active,2022-05-16 00:00:00,ACCOUNT_OPENING_SVC
ACC0002198,CUST001590,savings,GBP,BR0010,2026-03-30,active,2026-03-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0002199,CUST001591,savings,INR,BR0002,2026-04-15,active,2026-04-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0002200,CUST001592,checking,RUB,BR0027,2022-01-20,active,2022-01-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0002201,CUST001593,savings,GBP,BR0013,2020-02-25,active,2020-02-25 00:00:00,ACCOUNT_OPENING_SVC
ACC0002202,CUST001594,business,CAD,BR0023,2018-07-11,active,2018-07-11 00:00:00,ACCOUNT_OPENING_SVC
ACC0002203,CUST001595,business,CNY,BR0005,2023-10-27,active,2023-10-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002204,CUST001596,business,GBP,BR0012,2018-06-05,active,2018-06-05 00:00:00,ACCOUNT_OPENING_SVC
ACC0002205,CUST001597,business,USD,BR0004,2018-01-27,active,2018-01-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002206,CUST001598,savings,SGD,BR0014,2018-08-12,active,2018-08-12 00:00:00,ACCOUNT_OPENING_SVC
ACC0002207,CUST001599,business,AED,BR0007,2020-04-26,active,2020-04-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0002208,CUST001599,savings,AED,BR0007,2018-01-12,closed,2018-01-12 00:00:00,ACCOUNT_OPENING_SVC
ACC0002209,CUST001600,savings,NGN,BR0025,2025-12-16,active,2025-12-16 00:00:00,ACCOUNT_OPENING_SVC
ACC0002210,CUST001601,checking,CNY,BR0005,2025-05-27,active,2025-05-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002211,CUST001602,business,AED,,2024-12-03,active,2024-12-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0002212,CUST001603,business,AED,BR0008,2018-11-21,closed,2018-11-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0002213,CUST001603,business,AED,BR0007,2024-05-27,closed,2024-05-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002214,CUST001604,business,INR,BR0001,2019-01-15,active,2019-01-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0002215,CUST001605,business,INR,,2025-12-04,active,2025-12-04 00:00:00,ACCOUNT_OPENING_SVC
ACC0002216,CUST001606,checking,CAD,BR0020,2024-10-30,active,2024-10-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0002217,CUST001606,savings,CAD,BR0022,2025-03-23,active,2025-03-23 00:00:00,ACCOUNT_OPENING_SVC
ACC0002218,CUST001607,business,INR,BR0001,2026-05-15,active,2026-05-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0002219,CUST001608,business,CAD,BR0023,2019-09-28,active,2019-09-28 00:00:00,ACCOUNT_OPENING_SVC
ACC0002220,CUST001609,savings,AUD,BR0029,2019-07-18,active,2019-07-18 00:00:00,ACCOUNT_OPENING_SVC
ACC0002221,CUST001610,savings,NGN,BR0026,2025-05-23,active,2025-05-23 00:00:00,ACCOUNT_OPENING_SVC
ACC0002222,CUST001611,checking,EUR,BR0019,2023-02-10,active,2023-02-10 00:00:00,ACCOUNT_OPENING_SVC
ACC0002223,CUST001611,savings,EUR,BR0017,2025-03-28,closed,2025-03-28 00:00:00,ACCOUNT_OPENING_SVC
ACC0002224,CUST001612,checking,SGD,BR0015,2023-01-04,active,2023-01-04 00:00:00,ACCOUNT_OPENING_SVC
ACC0002225,CUST001612,business,SGD,BR0014,2018-08-19,active,2018-08-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0002226,CUST001612,checking,SGD,BR0014,2020-05-29,active,2020-05-29 00:00:00,ACCOUNT_OPENING_SVC
ACC0002227,CUST001613,business,NGN,BR0024,2023-03-28,active,2023-03-28 00:00:00,ACCOUNT_OPENING_SVC
ACC0002228,CUST001614,checking,EUR,BR0018,2022-07-13,active,2022-07-13 00:00:00,ACCOUNT_OPENING_SVC
ACC0002229,CUST001615,savings,INR,BR0002,2022-04-18,active,2022-04-18 00:00:00,ACCOUNT_OPENING_SVC
ACC0002230,CUST001615,business,INR,BR0002,2020-12-15,active,2020-12-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0002231,CUST001616,checking,AUD,BR0030,2022-07-14,active,2022-07-14 00:00:00,ACCOUNT_OPENING_SVC
ACC0002232,CUST001617,checking,EUR,BR0017,2025-09-20,active,2025-09-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0002233,CUST001617,savings,EUR,BR0018,2019-03-13,active,2019-03-13 00:00:00,ACCOUNT_OPENING_SVC
ACC0002234,CUST001618,business,CNY,BR0005,2020-07-15,active,2020-07-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0002235,CUST001619,checking,CAD,BR0021,2025-11-04,active,2025-11-04 00:00:00,ACCOUNT_OPENING_SVC
ACC0002236,CUST001620,business,INR,BR0002,2018-06-03,active,2018-06-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0002237,CUST001621,savings,INR,BR0001,2022-09-21,active,2022-09-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0002238,CUST001622,savings,CAD,BR0021,2023-06-01,active,2023-06-01 00:00:00,ACCOUNT_OPENING_SVC
ACC0002239,CUST001623,checking,EUR,BR0016,2023-04-27,active,2023-04-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002240,CUST001624,checking,NGN,BR0025,2019-12-11,active,2019-12-11 00:00:00,ACCOUNT_OPENING_SVC
ACC0002241,CUST001624,business,NGN,BR0026,2021-04-14,active,2021-04-14 00:00:00,ACCOUNT_OPENING_SVC
ACC0002242,CUST001625,business,GBP,BR0012,2022-10-01,active,2022-10-01 00:00:00,ACCOUNT_OPENING_SVC
ACC0002243,CUST001626,checking,CNY,BR0005,2023-02-13,active,2023-02-13 00:00:00,ACCOUNT_OPENING_SVC
ACC0002243,CUST001626,checking,CNY,BR0005,2023-02-13,active,2023-02-13 00:00:00,ACCOUNT_OPENING_SVC
ACC0002244,CUST001627,business,CAD,BR0021,2021-02-03,active,2021-02-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0002245,CUST001628,checking,AED,BR0009,2021-02-07,closed,2021-02-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0002246,CUST001629,checking,AED,BR0007,2021-07-31,active,2021-07-31 00:00:00,ACCOUNT_OPENING_SVC
ACC0002247,CUST001630,business,AUD,BR0029,2019-06-20,active,2019-06-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0002248,CUST001630,savings,AUD,BR0029,2022-05-19,active,2022-05-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0002249,CUST001631,checking,RUB,BR0028,2021-01-20,active,2021-01-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0002250,CUST001632,checking,EUR,BR0018,2019-11-07,active,2019-11-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0002251,CUST001633,savings,NGN,BR0025,2023-03-26,active,2023-03-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0002252,CUST001634,savings,GBP,,2019-09-09,active,2019-09-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0002253,CUST001635,checking,AUD,BR0029,2019-04-14,active,2019-04-14 00:00:00,ACCOUNT_OPENING_SVC
ACC0002254,CUST001636,checking,AED,BR0009,2020-11-07,active,2020-11-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0002255,CUST001637,business,EUR,BR0016,2021-02-24,active,2021-02-24 00:00:00,ACCOUNT_OPENING_SVC
ACC0002256,CUST001637,checking,EUR,BR0017,2020-06-27,active,2020-06-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002257,CUST001637,savings,EUR,BR0017,2020-03-14,active,2020-03-14 00:00:00,ACCOUNT_OPENING_SVC
ACC0002258,CUST001638,business,EUR,BR0016,2022-06-06,active,2022-06-06 00:00:00,ACCOUNT_OPENING_SVC
ACC0002259,CUST001638,checking,EUR,BR0019,2023-01-16,active,2023-01-16 00:00:00,ACCOUNT_OPENING_SVC
ACC0002260,CUST001639,savings,SGD,BR0015,2025-10-29,active,2025-10-29 00:00:00,ACCOUNT_OPENING_SVC
ACC0002261,CUST001640,savings,CAD,BR0022,2021-02-01,dormant,2021-02-01 00:00:00,ACCOUNT_OPENING_SVC
ACC0002262,CUST001641,checking,CAD,BR0020,2023-07-05,active,2023-07-05 00:00:00,ACCOUNT_OPENING_SVC
ACC0002263,CUST001642,checking,NGN,BR0026,2024-09-02,dormant,2024-09-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002264,CUST001643,checking,CNY,BR0006,2026-04-21,active,2026-04-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0002265,CUST001644,business,USD,BR0003,2021-01-07,active,2021-01-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0002266,CUST001645,checking,CAD,BR0023,2023-05-05,active,2023-05-05 00:00:00,ACCOUNT_OPENING_SVC
ACC0002267,CUST001646,checking,GBP,BR0013,2018-06-17,active,2018-06-17 00:00:00,ACCOUNT_OPENING_SVC
ACC0002268,CUST001647,business,USD,BR0003,2018-09-27,active,2018-09-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0002269,CUST001647,checking,USD,BR0004,2018-06-09,active,2018-06-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0002270,CUST001648,checking,USD,BR0003,2022-01-30,active,2022-01-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0002271,CUST001649,checking,USD,BR0004,2018-08-05,active,2018-08-05 00:00:00,ACCOUNT_OPENING_SVC
ACC0002272,CUST001650,checking,NGN,BR0026,2019-05-02,active,2019-05-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002273,CUST001651,savings,USD,BR0004,2018-11-26,active,2018-11-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0002274,CUST001651,checking,USD,BR0004,2025-09-17,closed,2025-09-17 00:00:00,ACCOUNT_OPENING_SVC
ACC0002275,CUST001652,savings,RUB,BR0028,2022-06-02,active,2022-06-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0002276,CUST001653,checking,CAD,BR0021,2022-09-07,active,2022-09-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0002277,CUST001653,checking,CAD,BR0023,2023-03-26,active,2023-03-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0002278,CUST001653,business,CAD,BR0023,2019-05-17,dormant,2019-05-17 00:00:00,ACCOUNT_OPENING_SVC
ACC0002279,CUST001654,checking,AUD,BR0029,2021-06-04,active,2021-06-04 00:00:00,ACCOUNT_OPENING_SVC
ACC0002280,CUST001655,business,SGD,BR0015,2023-03-19,active,2023-03-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0002281,CUST001655,savings,SGD,BR0015,2020-06-10,active,2020-06-10 00:00:00,ACCOUNT_OPENING_SVC
ACC0002282,CUST001656,checking,RUB,BR0027,2023-05-15,active,2023-05-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0002283,CUST001657,business,GBP,BR0011,2025-12-08,active,2025-12-08 00:00:00,ACCOUNT_OPENING_SVC
ACC0002284,CUST001658,savings,SGD,BR0015,2019-11-03,active,2019-11-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0002285,CUST001659,savings,GBP,BR0011,2019-04-12,active,2019-04-12 00:00:00,ACCOUNT_OPENING_SVC
